"Dte.","Barris","TOTAL ","Total","Espanya","Italia","Francia","Romania","Regne Unit","Alemanya","Russia","Portugal","Ucraina","Paisos Baixos","Polonia","Bulgaria","Suecia","Belgica","Irlanda","Resta paisos",,"Total ","Marroc, el","Algeria","Senegal","Resta paisos",,"Total","Bolivia","Equador","Peru","Colombia","Hondures","Brasil","Argentina","Republica Dominicana","Venezuela","Estats Units, els","Mexic","Paraguai","Xile","Cuba","Uruguai","El Salvador","Resta paisos",,"Total","Pakistan","Xina","Filipines","India","Bangladesh","Georgia","Armenia","Japo","Nepal","Resta paisos",,"Oceania","Apatrides/No consta"
1,"1. el Raval",21.859,15.129,12.643,585,326,222,195,190,120,107,55,84,43,155,22,48,17,32,26,259,716,602,33,6,75,1.360,220,144,61,107,132,61,106,95,71,50,79,77,72,22,18,45,4.636,1.201,148,2.267,253,591,26,38,112,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"2. el Barri G�tic",7.491,6.303,4.629,444,281,43,134,142,55,70,17,47,37,119,3,17,3,29,28,205,143,93,13,1,36,575,37,12,22,55,22,35,62,70,32,63,8,37,68,14,7,31,458,134,79,117,42,7,12,6,61,11,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"3. la Barceloneta",7.619,6.733,5.450,344,107,57,94,94,80,48,36,59,39,87,6,33,6,13,9,171,184,145,19,2,18,498,48,27,24,47,15,15,40,82,29,28,22,34,34,19,11,23,198,95,37,4,15,4,6,4,33,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"4. Sant Pere, Santa Caterina i la Ribera",11.298,9.473,7.145,621,359,65,190,264,98,74,30,51,72,126,18,17,1,37,48,257,277,223,16,14,24,939,55,42,62,95,108,17,97,86,43,89,13,46,111,15,19,41,581,114,158,149,33,12,42,1,72,26,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"5. el Fort Pienc",16.811,15.078,13.727,389,255,67,108,83,66,57,28,39,31,43,11,17,4,23,12,118,82,57,9,3,13,975,80,62,92,85,46,57,85,87,78,81,32,59,28,32,28,43,666,25,541,15,16,8,11,6,44,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"6. la Sagrada Fam�lia",27.889,25.006,23.282,431,206,130,119,73,119,86,68,71,39,53,41,31,29,27,19,182,162,112,13,13,24,1.930,240,125,229,220,84,88,107,140,107,124,156,77,50,71,34,78,773,40,487,51,29,14,31,35,86,4,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"7. la Dreta de l'Eixample",23.661,21.576,19.205,645,442,50,252,189,118,104,18,50,66,63,11,27,8,45,42,241,91,49,11,1,30,1.416,147,56,117,127,42,56,111,121,94,136,67,75,138,42,18,69,561,8,342,31,13,5,43,4,115,10,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"8. l'Antiga Esquerra de l'Eixample",22.624,20.443,18.569,500,265,80,171,162,108,77,61,49,52,50,12,29,6,20,17,215,76,47,7,1,21,1.420,149,75,131,164,37,64,115,118,93,115,64,69,85,25,15,101,673,19,314,181,25,9,38,7,80,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"9. la Nova Esquerra de l'Eixample",31.057,27.928,26.076,490,261,134,136,106,143,80,67,56,40,34,32,22,16,19,15,201,149,109,9,2,29,1.953,214,128,207,185,104,93,150,182,133,152,91,86,55,51,26,96,1.015,52,596,162,35,11,63,0,96,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"10. Sant Antoni",20.296,18.060,16.637,418,200,76,146,116,70,85,15,36,32,41,15,22,10,19,8,114,84,66,2,4,12,1.161,117,87,109,122,90,50,75,104,63,76,63,52,56,27,23,47,978,136,364,287,50,53,24,13,51,6,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
